Barcode	Author	Title	Description	Keywords	Publisher	Date	Status	TimesLent	ISBN	Value	BindingPages
104212	Ingersoll, Robert G	Liberty of Man and Other Essays, The		Humanism	Watts & Co	1949	Reference				H/114
101729	Ingersoll, Robert G	Life and Letters of Robert G Ingersoll, The		Letters	Watts & Co	1952	Lending				H/309
101728	Ingersoll, Robert G	Life and Letters of Robert G Ingersoll, The		Letters	Watts & Co	1952	Reference				H/309
101727	Ingersoll, Robert G	Mistakes of Moses				1904	Reference				
101731	Ingersoll, Robert G	Rome or Reason? A Reply to Cardinal Manning		Catholicism	Pioneer Press	1899	Lending				P/59
104582	Ingersoll, Robert G	Rome or Reason? A Reply to Cardinal Manning		Catholicism	Pioneer Press	1899	Reference				P/59
101730	Ingersoll, Robert G	Some Reasons Why I Am A Freethinker		Freethought	AAP	1983	Lending		0-911826-67-9		P/38
103260	Ingersoll, Robert G	What is Religion : Ingersolls Last Public Address”	at the Boston Theatre June 2cnd 1889				Reference				
101690	Ingersoll, Robert G	Works of Robert G Ingersoll, Vol 1	Lectures Religion & Society	Freethought	Dresden Publishing	1909	Reference				H/525
104738	Ingersoll, Robert G	Works of Robert G Ingersoll, Vol 1	Lectures Religion & Society	Freethought	Ingersoll League	1929	Reference				H/525
101702	Ingersoll, Robert G	Works of Robert G Ingersoll, Vol 10	Lectures Religion & Society	Freethought	Ingersoll League	1929	Reference				H/602
101711	Ingersoll, Robert G	Works of Robert G Ingersoll, Vol 10: 	Legal	Freethought	Dresden Publishing	1909	Reference				H/602
101699	Ingersoll, Robert G	Works of Robert G Ingersoll, Vol 11	Miscellany	Freethought	Ingersoll League	1929	Reference				H/607
101712	Ingersoll, Robert G	Works of Robert G Ingersoll, Vol 11: Miscellany	Makers of the revolution in Biology	Freethought	Dresden Publishing	1909	Reference				H/607
101700	Ingersoll, Robert G	Works of Robert G Ingersoll, Vol 1		Freethought	Ingersoll League	1929	Reference				H/637
101713	Ingersoll, Robert G	Works of Robert G Ingersoll, Vol 1		Freethought	Dresden Publishing	1909	Reference				H/637
101701	Ingersoll, Robert G	Works of Robert G Ingersoll, Vol 2: Lectures		Freethought	Dresden Publishing	1909	Reference				H/491
101691	Ingersoll, Robert G	Works of Robert G Ingersoll, Vol 2: Lectures		Freethought	Ingersoll League	1929	Reference				H/491
101703	Ingersoll, Robert G	Works of Robert G Ingersoll, Vol 3: Lectures		Freethought	Dresden Publishing	1909	Reference				H/521
101692	Ingersoll, Robert G	Works of Robert G Ingersoll, Vol 3: Lectures		Freethought	Ingersoll League	1929	Reference				H/519
101704	Ingersoll, Robert G	Works of Robert G Ingersoll, Vol 4: Lectures		Freethought	Ingersoll League	1929	Reference				H/508
101705	Ingersoll, Robert G	Works of Robert G Ingersoll, Vol 4: Lectures		Freethought	Dresden Publishing	1909	Reference				H/508
101693	Ingersoll, Robert G	Works of Robert G Ingersoll, Vol 5: Discussions		Freethought	Ingersoll League	1929	Reference				H/524
101706	Ingersoll, Robert G	Works of Robert G Ingersoll, Vol 5: Discussions		Freethought	Dresden Publishing	1909	Reference				H/524
101694	Ingersoll, Robert G	Works of Robert G Ingersoll, Vol 6: Discussions		Freethought	Dresden Publishing	1909	Reference				H/513
101695	Ingersoll, Robert G	Works of Robert G Ingersoll, Vol 6: Discussions		Freethought	Ingersoll League	1929	Reference				H/513
101707	Ingersoll, Robert G	Works of Robert G Ingersoll, Vol 7: Discussions		Freethought	Dresden Publishing	1909	Reference				H/572
101696	Ingersoll, Robert G	Works of Robert G Ingersoll, Vol 7: Discussions		Freethought	Ingersoll League	1929	Reference				H/572
101708	Ingersoll, Robert G	Works of Robert G Ingersoll, Vol 8: Interview		Freethought	Ingersoll League	1929	Reference				H/619
101709	Ingersoll, Robert G	Works of Robert G Ingersoll, Vol 8: Interviews		Freethought	Dresden Publishing	1909	Reference				H/619
101697	Ingersoll, Robert G	Works of Robert G Ingersoll, Vol 9: Political		Freethought	Ingersoll League	1929	Reference				H/582
101710	Ingersoll, Robert G	Works of Robert G Ingersoll, Vol 9: Political		Freethought	Dresden Publishing	1909	Reference				H/582
106593	Ingersoll, Robert G	Works of Robert G Ingersoll, Vol 10: Legal		Freethought	The Ingersoll Publishing	1909	Reference				
106594	Ingersoll, Robert G	Works of Robert G Ingersoll, Vol 11: Miscellany									
101698	Ingersoll, Robert G	Lectures and Essays (A Selection)		Freethought	Watts & Co	1949	Lending				
104897	Inglis James	The Bible Cyclopedia: A complete classification of Scripture Texts in the form of an alphabetical list of subjects		Theology	London	1799	Reference				
104879	Ingram, Kenneth	Modern Thought on Trial		Philosophy	Phillip Allan	1933	Reference				H/245
101733	Illes, Judika	The Element Encyclopedia of Witch Craft		Witch Craft	Harper Element	2005	Lending		978-0-00-719293-9		
106023	Illingworth Valerie	Dictionary of Physics		Physics		1977	Lending				
101734	Inman, Thomas	Ancient Pagan and Modern Christian Symbolism		Symbolism	Peter Eckler	1921	Reference				H/147
104584	International Bible Society	God's Word	Containing the old testament and the new testament	Bible	International Bible Society	1973	Lending				
106076	Irvine, G M	Churches, Religion and Progress		Humanism	Watts & Co	1920	Reference				H/197
101735	Isaacson Walter	Einstein		Science	Simon & Schuster	2007	Lending		978-0-7432-6473-0		
104841	Jackson, Ellen	Tree of Life, The		Evolution / Childrens	Prometheus Books	1993	Lending	3	0-87975-819-8		H/
101735	Jackson, H.R.	Churches & People in Australia and New Zealand 1860-1930		Sociology / new Zealand	Allen & Unwin	1987	Lending		0-86861-698-2		
106103	Jackson, H.R.	Churches & People in Australia and New Zealand 1860-1930		Sociology / new Zealand	Allen & Unwin	1987	Lending		0-86861-698-2		210/P
100907	Jackson, John G	Ages of Gold and Silver and Other short Sketches of Human History		History / Religion	AAP	1990	Lending	2	0-910309-90-6		P/331
101312	Jackson, John G	Christianity Before Christ		Christianity	AAP	1985	Lending	4	0-910309-20-5		P/238
101737	Jackson, John G	Christianity Before Christ		Christianity	AAP	1985	Reference	1	0-910309-20-5		P/238
101736	Jackson, John G.	Pagan Origins of the Christ Myth		Jesus	AAP	1988	Lending		0-910309-53-1		P/32
101738	Jacoby Susan	Freethinkers				2004	Lending				
101744	Jaki, Stanley L.	The Road of Science and the ways to God		Theology / Science	Scottish Academic Press	1978	Lending		7073-0228-5		
106158	James Montague Rhodes	Apocryphal New Testament	Gospel, lost heretical books	Theology / 	Oxford University Press	1924	Lending				
104807	James, William	Pragmatism and Other Essays		Philosophy	Washington Square Press	1963	Lending				P/313
103261	James, William	Talks to Teachers on Psychology: And to Students on Some of Life's Ideals		Psychology	Longmans Green	1929	Reference				H/301
101741	James, William	Varieties of Religious Experience, The		Psychology	Longmans Green	1920	Reference				H/534
101743	Jacoby Susan	Freethinkers				2004	Lending				
101744	James, William	Selected papers on philosophy		Philosophy	J. M. Dent & Sons	1947	Lending				
104937	Jardine Lisa	Worldly Goods	History of American Secularism	Freethinker		1996	Lending				
104581	Jaspers, Karl	Anaximander Heraclitus Parmenides Plotinus Lao-Tzu Nagarjuna	Edited by Hannah Arendt	Philosophy	Harvest/HBJ Book	1974	Lending		0-15-607500-8		
106193	Jaspers, Karl	Plato and Augustine		Philosophy	Harvest/HBJ Book	1962	Lending				
106181	Jaspers, Karl	Nietzsche & Christianity		Antichristianity	Henry Regnery Company	1961	Lending				
104941	Jayawardena, K & de Alwis, M	Embodied Violence: Communalising Women's Sexuality in South Asia		Women / Violence	Zed Press	1996	Lending		1-85649-447-0	$120	H/299
103262	Jeans, Sir James	Mysterious Universe, The		Cosmology	Cambridge University Press	1930	Lending				H/154
101750	Jeans, Sir James	Mysterious Universe, The		Cosmology	Cambridge University Press	1930	Reference				P/192
101745	Jefferson, Thomas	The Jefferson Bible, The life and morals of Jesus of Nazareth		Theology	Beacon Press	1989	Lending		978-0-8070-7714-6		
104996	Jennings William	Confucian Analects The		Philosophy			Reference				
102355	Jekyll, Walter	Bible Untrustworthy, The		Bible	Watts & Co	1905	Reference				H/284
104620	Jekyll, Walter	Bible Untrustworthy, The		Bible	Watts & Co	1904	Reference				
101753	Jeremias, Joachim	Infant Baptism in the first four centuries	translated by david cairns	Theology	SCM Press  	1960	Lending				
104961	Jeremias, Joachim	Rediscovering the Parables		Jesus 	SCM Press  	1963	Lending				
106238	Jesse, F Tennyson	Act of God		Fiction	Watts & Co	1940	Lending				H/179
104669	Jesse, F Tennyson	Act of God		Fiction	Watts & Co	1940	Reference				H/179
101752	Jevons, F B	Idea of God in Early Religions, The		Religioun / Anthropology	Cambridge University Press	1911	Reference				H/170
101754	Joachim Kahl	Misery of Christianity, The		Religion		1971	Lending				
101755	Joachimsthaler, Anton	The last days of Hitler	Translated by Helmut Bogler	History/Politics	Brockhampton Press	1999	Lending		1-86019-902-X		
106037	Joad, C E M	Guide to Philosophy		Philosophy	Victor Gollancz	1948	Reference				H/592
104247	Joad, C E M	Liberty Today		Politics	Watts & Co	1934	Lending				H/216
101756	Joad, C E M	Liberty Today		Politics	Watts & Co	1938	Reference				H/221
101757	Joad, C E M	Liberty Today		Politics	Watts & Co	1934	Lending				
101758	Joad, C E M	Meaning of Life, The: As Shown in the Process of Evolution		Evolution / Philosophy	Watts & Co	1928	Reference				H/60
104246	Joad, C E M	Philosophy for Our Time		Philosophy	Thomas Nelson and Sons	1943	Lending				H/367
101760	Joad, C E M	Philosophy for Our Time		Philosophy	Thomas Nelson and Sons	1946	Reference				H/367
101759	Jowett Benjamen	Theological Essays		Theology / 	Oxford  Horace Hart Printer to the University	1906	Reference				
104787	Johanson, Donald & Edey, Maitland	Lucy: The Beginnings of Humankind		Anthropology	Penguin Books	1990	Lending	2	0-14-013935-4		P/413
101763	Johnson, B C	Atheist Debater's Handbook, The		Atheism	Prometheus Books	1983	Lending	7	0-87975-210-6		P/134
101764	Johnson Dr Samuel	Dr Johnson's Dictionary	                                                                                                                                                    	Etymology Sociology	Penguin Press	2005	Lending		0-713-99887-3		
104803	Johnson, Christopher Jay and McGee, Marsha G. (Eds.)	How Different Religions View Death and Afterlife		Religion / Afterlife	The Charles Press Publishers	1991	Lending		0-914783-55-6	$15.00	P/354
106635	Johnson Chris	A better life	100 atheist speak on joy and meaning	Atheist	Printed in South Korea	2013	Reference		10 0989936007		
103263	Johnson, Sonja	From Housewife to Heretic		Mormonism	Doubleday & Co	1981	Lending		0-385-17493-4		H/406
101765	Johnson H James	Superior Men	Book of Reason	Rationalism		1949	Lending				
101770	Johnson, Roger	Rudolf Bultmann: Interpreting Faith for the modern era		Theology	Collins	1987	Lending		0-00-599977-4		
104923	Johnston, H, et al.	Generation of Religious Progress, A		Religion	Watts & Co	1916	Lending				H/151
104248	Johnston, H, et al.	Generation of Religious Progress, A		Religion	Watts & Co	1916	Reference				H/151
101769	Johnston, R F	Letters to A Missionary		Missionaries	Watts & Co	1918	Reference				H/158
101771	Johanson D. & J Shreeve	Luc's Child	The Discovery of a human ancestor	Anthropology		1989	Lending				
100977	Johnas, Hans	The Gnostic Religion	The Message of the alien God and the beginnings of christianity	Gnosticism	Beacon Press	1958	Lending		0-8070-5801-7		
106017	Jones, Lloyd	Life, Times and Labours of Robert Owen, The		Biography	Swan Sonnenschein	1900	Reference				H/443
104670	Jones, Steve	Almost Like a Whale : The Origin of Species Updated		Biology	Anchor	1999	Lending	2	1-862-30025-9	$29:95	P/499
102636	Jones, Steve	In the Blood: God, Genes and Destiny		Biology	Harper Collins	1996	Lending		0-00-255511-5		
106541	Josephus [edt. Thackery, H]	Josephus		Ancient History	Washington Square Press	1965	Lending				P/347
100655	Josephus [trans. Williamson, G]	Jewish War, The		Ancient History	Penguin Books	1981	Lending				P/511
101777	Josephus {trans. Williamson, G	Jewish War, The		Acient History	Pen Books	1959	Lending				
101778	Joyce, D.	Jesus Scroll, The		Archaeology	Angus & Robertson, London	1973	Lending	1	0-207-95551-4		H/216
104245	Joyce, Peter	Black Cat in a Dark Room	The futile search for God								
101779	Judson F Horace	Eighth Day of Creation The	Makers of the revolution in Biology	Biology		1979	Lending				
104773	Judson F Horace	Faith of an Agnostic The		Agnostic		1902	Reference				
104621	Jung, C. G.	The integration of the personality	Translated by Stanley M. Dell	Psychology	Butler and Tanner Ltd.	1940	Reference				
104885	Jung, C. G.	Modern man in search of a soul	Translated by W.S. Dell and Cary F. Baynes	Psychology	Lund Humphries	1945	Reference				
101780	Jung, C. G.	Memories, Dreams, Reflections	Translated from the German by Richard and Clara Winston	Psychology	Fontana	1967	Lending				
104891	Jung, C. G.	Four Archetypes: Mother, Rebirth, Spirit, Trickster		Psychology	Ark Paperbacks	1986	Lending		0-7448-0034-X		
106545	Jungel, Eberhard	God as the mystery of the world 	One the foundation of the theology of the crucified one in the dispute between theism and atheism	Theology	William B. Eerdmans 	1983	Lending		0-8028-3586-4		
104951	Juridicus [Pseud: Fillimore, Millard]	Great Physician, The		Biblical Studies	Watts & Co	1924	Lending				H/247
104622	Juridicus [Pseud: Fillimore, Millard]	Great Physician, The		Biblical Studies	Watts & Co	1924	Reference				H/247
101781	Kaballah Centre N.Z	Zohar The	Historically significant book written in acient Aramaic text “ Zohar” Hebrew word meaning splendour	Religion	The Kaballah Centre New york	2010	Reference		13 978 1 57189 701 5		
101783	Jury, Paul	Journal of a Psychoanalyst Priest		Catholocism	Lyle Stuart, Inc	1965	Lending	3			H/158
104778	Kadison, Alexander	Through Agnostic Spectacles		Agnosticism	The Truth Seeker Co.	1919	Reference				H/108
101792	Kahl, Joachim	Misery of Christianity, The		Christianity / Critique	Penguin Books	1972	Lending	3			P/212
101793	Kahl, Joachim	Misery of Christianity, The		Christianity / Critique	Penguin Books	1972	Reference				P/212
101794	Kalogridis, Jeanne	Burning Times, The		Fiction	Harper Collins	2001	Lending	2	0-00-225992-3		P/385
102612	Kalthoff, Albert	Rise of Christianity, The		Christian History	Watts & Co.	1907	Lending				H/201
101796	Kalthoff, Albert	Rise of Christianity, The		Christian History	Watts & Co.	1907	Reference				H/201
101797	Kamen, Henry	Spanish Inquisition, The		Religious Violence	Weidenfeld & Nicolson	1965	Lending	5			H/339
101798	Kaplan, D. E, Marshall, A.	Cult at the End of the World, The		Cults	Arrow Books	1997	Lending	1	0-09-972851-6		P/310
103272	Kaplan, D. E, 	Dialogues of Plato		Philosophy		1951	Reference				
101800	Kaplin Robert	Nothing that is The	A natural history of zero	Math		1999	Lending				
104250	Kasser, R.; Meyer, M.; Wurst, G.	The Gospel of Judas	Second Edition	Christianity	National Geographic Society	2006	Lending		978-1-4262-0048-9		
104903	Kato, Genshi	 A Study of Shinto: The Religion of the Japanese Nation		Eastern Religion	Meiji Japan Society	1926	Reference				H/255
104886	Katsaros, T; Kaplan, N	The Western Mystical Tradition: An intellectual history of Western civilization	Volume One   	History	College & University Press	1960	Lending				
106548	Katz, Bernard	Ways of an Atheist, The		Atheism	Prometheus Books	1999	Lending	1	1-57392-273-0		P/152
101841	Katz, Bernard	The Will To Civilization	An inquiry into the principles of historic change	Theology	Martin Secker & Warburg Ltd	1938	Reference				
104827	Katz, David S. and Popkin, Richard H.	Messianic Revolution: Radical Religious Politics to the End of the Second Millenium		Religion / Politcs	Allen Lane	1998	Lending		0-713-99383-9	$37.50	H/303
102882	Kauffman, Stuart	At Home in the Universe: The Search for Laws of Complexity		Science / Physics	Penguin Books	1995	Lending		0-14-017414-1	$9.9	P/321
101801	Kauffman Gordon D	Theological Imagination The	Constructing the Concept of god	Theology / 	Westminster PressU S A	1981	Lending		0-664-24393-2		
104788	Kauffman Gordon D	An essay on theological method		Theology	Scholars Press	1975	Lending		0-89130-292-1		
104924	Kauffman, Gordon	God The Problem		Theology	Library of Congress America	1972	Lending				
104850	Kauffman, Walter	The Faith of a Heretic		Theology / Philosophy	Anchor	1963	Lending				
106555	Kavanaugh Father James	Modern Priest looks at his Outdated Church A	an evaluation	Theology / 	Hodder & Stoughton Lmtd	1967	Lending		340-04482-9		
101802	Keel, Othmar	The symbolism of the biblical world 	Ancient near eastern iconography and the book of psalms	Bible	Seabury Press	1978	Lending		0-281-03661-6		
104949	Keen Maurice	English Society later Middle Ages 1348- 1500		History		1990	Lending				
101802	Kegan Paul	Bible of the World		Bible		1939	Lending				
104579	Keith, Sir Arthur	Antiquity of Man, Vol 1		Anthropology	Watts & Co.	1925	Lending				H/376
100446	Keith, Sir Arthur	Antiquity of Man, Vol 1		Anthropology	Watts & Co.	1925	Reference				H/376
101803	Keith, Sir Arthur	Antiquity of Man, Vol 2		Anthropology	Watts & Co.	1925	Lending				H/753
101806	Keith, Sir Arthur	Antiquity of Man, Vol 2		Anthropology	Watts & Co.	1925	Reference				H/753
101804	Keith, Sir Arthur	Autobiography, An		Biography	Watts & Co.	1950	Lending				H/721
101808	Keith, Sir Arthur	Autobiography, An		Biography	Watts & Co.	1950	Reference				H/721
101807	Keith, Sir Arthur	Concerning Man's Origin		Anthropology	Watts & Co.	1928	Lending				H/54
101809	Keith, Sir Arthur	Concerning Man's Origin		Anthropology	Watts & Co.	1927	Reference				H/54
101810	Keith, Sir Arthur	Construction of Man's Family Tree, The		Anthropology	Watts & Co.	1934	Lending	1			H/54
101812	Keith, Sir Arthur	Construction of Man's Family Tree, The		Anthropology	Watts & Co.	1934	Reference				P/54
101811	Keith, Sir Arthur	Darwin Revalued		Evolution	Watts & Co.	1959	Reference				H/294
101813	Keith, Sir Arthur	Darwinism and Its Critics		Evolution	Watts & Co.	1935	Lending				H/56
101815	Keith, Sir Arthur	Darwinism and Its Critics		Evolution	Watts & Co.	1935	Reference				P/56
101816	Keith, Sir Arthur	Darwinism and What it Implies		Evolution	Watts & Co.	1928	Lending				H/40
101818	Keith, Sir Arthur	Darwinism and What it Implies		Evolution	Watts & Co.	1928	Reference				H/40
101817	Keith, Sir Arthur	Essays on Human Evolution		Evolution	Watts & Co	1947	Reference				H/224
101819	Keith, Sir Arthur	New Theory of Human Evolution, A		Anthropology	Watts London	                                                                                                                   +	Lending				H/451
101821	Keith, Sir Arthur	New Theory of Human Evolution, A		Anthropology	Watts & Co	1948	Reference				H/451
101820	Keith, Sir Arthur	Religion of a Darwinist, The		Evolution	Watts London	1925	Reference				H/76
101814	Kelliehear Allan	Experiences Near Death: Beyond Medicine and Religion		Near Death Experiences	Oxford University Press	1996	Lending	1	0-19-509194-9	$US 30.00	H/230
100719	Kelly, Henry A.	Towards the Death of Satan		demonology	Geoffrey Chapman 	1968	Lending				
104936	Kelman John	Faith of Robert Louise Stevenson			Religion	1907	Reference				
101822	Kelly, J N D	Oxford History of the Popes, The		Popes	Oxford University Press	1960	Lending	1	0-19-213964-9		H/347
104699	Kelly, J N D	Early Christian Doctrines		Theology	A & C Black London	1960	Lending		0-7136-0915-x		
104829	Kelly, Stuart	The Books of Lost Books: An incomplete history of all the great books you will never read		Books / Reading	Viking	2005	Lending		0-670-91499-1		
106504	Kennedy, Douglas	In God's Country: Travels in the Bible Belt, USA		Fundamentalism		1996	Lending	1	0-349-10719-X		P/240
103278	Kennedy, Helena	Eve was Framed: Women and British Justice		Law / Women	Vintage Books	1993	Lending	2	0-09-922441-0	$24.95	P/285
101826	Kent, William	Lift Up Your Heads: An Anthology for Freethinkers		Humanism	Pioneer Press	1948	Reference				H/168
103267	Kent William	Lift Up Your Heads: An Anthology for Freethinkers		Humanism	Pioneer Press	1948	Lending				
101830	Kent William	Lift Up Your Heads: An Anthology for Freethinkers		Humanism	Pioneer Press	1948	Lending				
104249	Kenyon, Frank	Myth of the Mind, The		Psychology	Watts & Co.	1941	Reference				H/115
104251	Kenyon, Sir Frederic	Our Bible and the Ancient Manuscripts		Biblical Studies	Eyre & Spottiswoode	1939	Reference				H/266
101831	Kelsey Morton T	Myth History & Faith		Theology	Paulist Press America	1974	0-80991-1827-0				
104854	Keynes Milo & G A Harrison	Evolutionary Studies 'Cetenary Celebration life of J Huxley		Evolution		1989	Lending				
103281	Keynes Randal	Darwin His Daughter & Human Evolution		Evolution		2001	Lending				
102600	Keynes Randal	Annies Box	Charles Darwin & His daughter	Evolution		2001	Lending				
104577	Kester, Phyllis & Kester,	What's All This Monkey Business?: Scientific Creation VS. Humanistic Evolution		Creation / Evolution	New Leaf Press	1981	Lending		0-89221-086-9		P/104
104578	Kevorkian, Jack	Prescription Medicine: The Goodness of Planned Death		Euthanasia	Prometheus Books	1991	Lending		0-87975-872-4	$34.95	P/268
103281	Killen Professor	Old Catholic Church The		Religion		1871	Reference				
103264	Kierkegaard S.	Concluding Unscientific Postscript	Translated by David F. Swenson and Walter Lowrie	Philosophy	Princeton University Press	1944	Lending				
104865	Kim, Young Oon	Unification Theory		Christianity 	The Holy Spirit Association for the Unification of World Christianity	1980	Lending				
106146	King, Michael	One of the Boys? Changing views of masculinity in New Zealand	Edited by Michael King	Culture / New Zealand	Heinemann Publishers	1988	Lending		0-86863-425-5		
101854	King J Peter	One Hundred Philosophers		Philosophy		2004	Lending				
104253	King, Jonathan	Historica: 1000 years of our lives and times		History	ABC Books	2006	Reference		0-7333-1778-2		
104896	Kinsley James & M.K. Joseph	Mary Shelley Frankenstein		Literature	Oxford University Press	1969	Lending		0-19-251010X		
106455	Kipling, Rudyard	Something of Myself: For my friends known and unknown	Edited by Robert Hampson with and introduction by Richard Holmes	Autobiography  	Penguin	1936	Lending		0-14-018503-8		
106186	Kirsch, Jonathan	A history of the end of the world 		History	Harper San Francisco	2006	Lending		978-0-06-081698-8		
106016	Klauder, Francis J.	The Wonder of Philosophy: A review of Philosophers and philosophic thought		Philosophy	Philosophical Library	1973	Lending				
101859	Konner, Joan	The Atheist's Bible: an illustrious collection of irrelevant thought		Quotations	Harper Collins	2007	Lending		978-0-06-134915-7		
104946	Knight, George A.F.	Theology as narration	a commentary on the book of exodus	Theology	William B. Eerdmans 	1976	Lending		0-8028-3489-2		
106338	Knight, Margaret	Honest to Man		Humanism	Elek / Pemberton	1974	Lending		0-236-31002-X		H/213
104252	Knight, Margaret	Humanist Anthology		Humanism	RPA	1961	Reference				P/200
101861	Knight, Margaret	Humanist Anthology	Humanist Library Edition	Humanism	Barrie & Rockliff	1967	Lending				
106495	Knight, Margaret	Humanist Anthology [Revised Edtn]		Humanism	RPA	1995	Lending		0-301-94001-0		P/158
101862	Knight, Margaret	Humanist Anthology [Revised Edtn]		Humanism	RPA	1995	Lending		0-301-94001-0		P/158
103268	Knight, Margaret	Morals Without Religion and Other Essays		Morality	Dennis Dobson	1960	Lending				H/124
101864	Knight, Margaret	Morals Without Religion and Other Essays		Morality	Dennis Dobson	1960	Reference				H/124
101863	Knight, Margaret et al	Religion and Your Child		Humanism / Parenting	Rationalist Press Association	1959	Lending				P/40
103285	Knight Margaret	William James	a selection from his writings on psychology	Psychology		1950	Lending				
101865	Knight, Peters & Blanchard	Taboo and Genetics		Sociobiology	Kegan Paul, Trench and Trubner & Co	1921	Reference				H/255
104573	Knight, Rex & Margaret	Modern Introduction to Psychology, A.		Psychology	University Tutorial Press Ltd.	1961	Lending				H/272
103269	Knipe H R	Evolution in the Past		Evolution		1912	Reference				
103286	Koestler, Arthur	Act of Creation, The		Philosophy	Arkana	1964	Lending		0-14-019191-7	$15.00	P/751
104576	Koestler, Arthur	Sleepwalkers, The		Science	Penguin Books	1979	Lending	1			P/623
101005	Kollerstrom, Oscar	The Actual and the Real	A way of thinking about the eternity	Psychology	Turnstone Books	1974	Lending		0-85500-024-4		
106367	Konner, S.	Kant		Philosophy	Penguin Books	1967	Lending				
104971	kopp Joseph. V.	Teilhard de Chardin		Philosophy	paulist Press New York	1965	Lending				
106474	Koran, The	Koran Translated from the Arabic by Rev J.M. Rodwell	missing from library	Koran	Everyman	1998	Lending		0-460-87438-1	$18.95	H/509
101866	Koran, The	Koran Translated from the Arabic by Rev J.M. Rodwell	missing from library	Koran	JM Dent & Sons, London	1915	Reference				H/506
101004	Koran/Muhammad Taqi, Dr	Noble Qur'an in the English Language, The	missing from library	Koran	Maktaba Dar-us-Salam	1994	Reference				P/1098
100970	Koran, The	Translated Notes by N. J. Dawood		Koran		1956	Reference				
101867	Koso-Thomas, Olayinka	Circumcision of Women: A Strategy for Eradication		Women / Circumcision	Zed Press	1987	Lending	2	0-86232-701-6	$33.95	P/109
104457	Krakauer Jon	Under the Banner of Heaven		Religion		2003	Lending				
101868	Kramer, S. Noah	History begins at Sumer		History	Thames & Hudson	1958	Reference				
101869	Kreuger, Douglas	What Is Atheism?		Atheism	Prometheus Books	1998	Lending		1-57392-214-5		P/241
104254	Kruger	Modern Debate its Logic & Strategy		Debate		1960	Lending				
103287	Kuhn, Thomas S	Copernican Revolution, The: Planetary Astronomy in the Development of Western Thought		Philosophy / Science	Harvard University Press	1985	Lending	3	0-674-17103-9		P/297
104255	Kuhse, Helga (Ed.)	Willing to Listen, Wanting to Die		Euthanasia	Penguin Books	1994	Lending	1	0-14-023775-5	$23.95	P/276
101871	Kumar, Steve	Christian Apologetics : Think why you believe		Christian apologetics	Life Foundation	1990	Lending				
104914	Kumar, Steve	Christianity for Skeptics		Christianity	Life Foundation	1987	Lending				
101873	Kung Hans	Theology of the third Millennium		Theology	harper Collins	1991	Lending		0-00315095-6		
106446	Kung, Hans	Infallible	Translated by Erich Mosbacher	Theology	William Collins Sons & Co Ltd	1971	Reference				
103288	Kung Hans	Christianity and the World of Religions		Theology	William Collins Sons & Co Ltd	1986	Lending				
106465	Kupperman, Joel J.	The foundations of morality		Morality	George Allen & Unwin	1983	Lending		0-04-370125-6		
101875	Kurtz, P & Dondeyne, A	Catholic / Humanist Dialogue, A		Debate	Pemberton Books & Prometheus Books	1972	Lending		0-87975-011-1		P/117
101872	Kurtz, P & Dondeyne, A	Catholic / Humanist Dialogue, A		Debate	Pemberton Books & Prometheus Books	1972	Reference		0-87975-011-1		P/117
101877	Kurtz P & Dondeyne A	Catholic / Humanist Dialogue, A		Debate	Pemberton Books	1972	Lending				
101878	Kurtz, P & Madigan T J	Challenges to the Enlightment		Science / Philosophy	Prometheis Books	1994	Lending	2	0-87975-869-4		H/319
104258	Kurtz, Paul	Affirmations: Joyful and Creative Exuberance		Humanism	Prometheus	2004	Lending	2	1-59102-265-7		P/119
103265	Kurtz, Paul	Eupraxophy: Living Without Religion		Humanism	Prometheis Books	1989	Lending	2	0-087975-508-3		H/159
101880	Kurtz, Paul	Eupraxophy: Living Without Religion		Humanism	Prometheis Books	1989	Reference		0-087975-508-3		H/159
101881	Kurtz, Paul	Forbidden Fruit: The Ethics of Humanism		Humanism	Prometheis Books	1988	Lending	1	0-87975-454-0		H/266
101883	Kurtz, Paul	Forbidden Fruit: The Ethics of Humanism		Humanism	Prometheis Books	1988	Reference		0-87975-454-0		H/266
101882	Kurtz, Paul	In Defense of Secular Humanism		Humanism	Prometheis Books	1983	Lending	3	0-87975-221-1		H/273
101884	Kurtz, Paul	New Skepticism, The		Philosophy	Prometheis Books	1992	Lending	3	0-87975-766-3		H/371
101885	Kurtz, Paul	Secular Humanist Declaration, A		Humanism	Prometheis Books	1980	Lending		0-87975-149-5		P/27
101886	Kurtz, Paul	Skeptic's Handbook of Parapsychology, A		Parapsychology	Prometheis Books	1985	Lending	5	0-087975-300-5		P/727
101887	Kurtz, Paul	Transcendental Temptation, The: A Critique of Religion and the Paranormal		Humanism	Prometheis Books	1990	Lending	3	0-87975-645-4		P/500
101889	Kurtz, Paul	Transcendental Temptation, The: A Critique of Religion and the Paranormal		Humanism	Prometheis Books	1986	Reference		0-87975-362-5		H/500
101888	Kurtz, Paul (ed)	Building a World Community: Humanism in the 21st Century		Humanism	Prometheis Books	1988	Lending	1	0-87975-538-5		H/362
101879	Kurtz, Paul (Ed)	Humanist Manifesto 2000		Humanist Manifesto	Prometheis Books	2000	Lending		1-57392-783-X	$25.00	P/76
